Customer,Category,Product,Quantity,Price,Total_Sales,Date
Hannah,Apparel,Jacket,10.0,198.82,1988.2,2023-10-30
Hannah,Toys,Puzzle,4.0,113.85,455.4,2023-10-03
Emma,Automotive,Oil Filter,10.0,496.95,4969.5,2023-11-27
David,Electronics,Smartphone,2.0,392.3,784.6,2023-07-21
Bob,Electronics,Laptop,2.0,83.43,166.86,2023-02-24
Frank,Automotive,Car Battery,5.0,442.9,2214.5,2023-12-27
Alice,Toys,Board Game,7.0,471.25,3298.75,2023-09-18
Grace,Home Goods,Vacuum Cleaner,9.0,,0.0,2023-03-29
Frank,Home Goods,Vacuum Cleaner,1.0,280.13,280.13,2023-09-16
David,Automotive,Oil Filter,5.0,434.43,0.0,2023-04-19
David,Electronics,Laptop,3.0,422.39,1267.17,2023-08-24
Hannah,Automotive,Car Battery,4.0,199.17,796.68,2023-09-30
Grace,Electronics,Smartphone,8.0,343.05,2744.4,2023-05-26
Charlie,Electronics,Laptop,1.0,311.26,311.26,2023-06-25
Emma,Automotive,Car Battery,2.0,190.27,380.54,2023-06-07
Bob,Automotive,Car Battery,7.0,438.48,3069.36,2023-06-20
Grace,Home Goods,Toaster,7.0,452.36,3166.52,2023-09-13
David,Apparel,Jacket,2.0,403.21,806.42,2023-02-20
David,Home Goods,Microwave,,461.61,0.0,2023-05-12
David,Automotive,Car Battery,10.0,270.63,2706.3,2023-09-17
Emma,Electronics,Laptop,1.0,374.72,374.72,2023-04-16
Grace,Home Goods,Vacuum Cleaner,3.0,495.32,1485.96,2023-11-08
Charlie,Apparel,Jacket,8.0,22.38,179.04,2023-10-20
Hannah,Automotive,Car Battery,6.0,425.37,2552.22,2023-05-01
Bob,Toys,Action Figure,9.0,236.86,2131.74,2023-04-07
Hannah,Toys,Board Game,2.0,347.65,695.3,2023-04-25
Emma,Automotive,Tire,10.0,480.24,4802.4,2023-07-05
Grace,Electronics,Smartphone,8.0,153.56,1228.48,2023-07-23
Bob,Toys,Toy Car,4.0,447.03,1788.12,2023-09-17
Grace,Home Goods,Vacuum Cleaner,6.0,107.87,647.22,2023-04-17
David,Automotive,Car Battery,2.0,384.99,769.98,2023-09-28
Hannah,Toys,Toy Car,9.0,469.04,4221.36,2023-11-26
Frank,Toys,Action Figure,8.0,73.95,591.6,2023-06-28
Charlie,Automotive,Tire,2.0,183.24,366.48,2023-12-10
Frank,Home Goods,Blender,7.0,64.32,450.24,2023-12-12
Charlie,Home Goods,Microwave,,423.58,0.0,2023-09-24
Grace,Toys,Toy Car,3.0,426.61,1279.83,2023-09-07
David,Electronics,Smartphone,6.0,37.73,226.38,2023-08-20
Emma,Apparel,Jacket,4.0,425.38,1701.52,2023-01-02
David,Home Goods,Toaster,6.0,275.31,1651.86,2023-03-14
Charlie,Automotive,Spark Plug,3.0,387.04,0.0,2023-01-31
Charlie,Toys,Puzzle,6.0,353.42,2120.52,2023-05-18
David,Home Goods,Blender,4.0,183.74,734.96,2023-11-28
Hannah,Automotive,Oil Filter,10.0,109.41,0.0,2023-12-01
Frank,Electronics,Headphones,7.0,469.26,3284.82,2023-11-24
Hannah,Automotive,Spark Plug,9.0,270.18,2431.62,2023-09-11
Hannah,Home Goods,Microwave,10.0,452.65,4526.5,2023-03-03
Bob,Toys,Puzzle,2.0,214.46,428.92,2023-08-07
Charlie,Automotive,Car Battery,,,0.0,2023-02-01
David,Electronics,Tablet,3.0,250.44,751.32,2023-12-22
Charlie,Home Goods,Vacuum Cleaner,9.0,260.41,2343.69,2023-11-29
Emma,Electronics,Tablet,1.0,197.43,197.43,2023-11-18
Emma,Home Goods,Microwave,3.0,333.84,1001.52,2023-04-26
Emma,Toys,Action Figure,6.0,202.67,1216.02,2023-04-08
Grace,Toys,Puzzle,9.0,179.01,0.0,2023-02-07
David,Home Goods,Blender,1.0,102.96,102.96,2023-03-06
Alice,Apparel,Jacket,9.0,59.28,533.52,2023-08-28
Alice,Apparel,Shirt,8.0,433.01,3464.08,2023-11-13
Charlie,Automotive,Tire,5.0,421.05,2105.25,2023-07-08
Grace,Apparel,Shoes,,487.48,0.0,2023-02-07
Charlie,Toys,Board Game,3.0,383.67,0.0,2023-08-11
Hannah,Electronics,Smartphone,9.0,338.61,3047.49,2023-02-24
Hannah,Home Goods,Vacuum Cleaner,6.0,,0.0,2023-10-28
Bob,Electronics,Smartphone,7.0,184.65,1292.55,2023-10-28
Alice,Home Goods,Blender,3.0,208.2,0.0,2023-07-15
Hannah,Apparel,Pants,1.0,126.56,126.56,2023-03-16
Emma,Electronics,Laptop,9.0,159.7,1437.3,2023-04-22
Grace,Apparel,Shoes,6.0,122.58,735.48,2023-07-28
Grace,Toys,Board Game,3.0,127.91,383.73,2023-06-19
Frank,Automotive,Tire,6.0,452.87,2717.22,2023-05-23
Charlie,Toys,Action Figure,1.0,171.21,171.21,2023-06-25
Alice,Automotive,Car Battery,2.0,189.49,378.98,2023-11-26
Hannah,Toys,Toy Car,3.0,241.17,0.0,2023-03-22
Grace,Electronics,Smartphone,9.0,55.36,498.24,2023-09-21
Emma,Toys,Toy Car,3.0,336.29,1008.87,2023-04-03
Alice,Electronics,Tablet,1.0,332.42,332.42,2023-09-08
Emma,Electronics,Tablet,3.0,137.5,412.5,2023-01-05
David,Home Goods,Vacuum Cleaner,7.0,227.54,0.0,2023-05-26
Grace,Apparel,Shirt,6.0,52.86,317.16,2023-12-20
Frank,Apparel,Shoes,6.0,16.2,97.2,2023-12-05
Grace,Apparel,Shoes,10.0,79.9,799.0,2023-09-11
Alice,Apparel,Jacket,10.0,147.39,1473.9,2023-11-29
Charlie,Apparel,Shoes,2.0,229.29,458.58,2023-11-20
Charlie,Home Goods,Microwave,7.0,331.97,2323.79,2023-11-26
Bob,Apparel,Shirt,4.0,369.71,1478.84,2023-03-15
Alice,Electronics,Headphones,1.0,462.01,462.01,2023-03-02
Charlie,Toys,Board Game,9.0,81.55,733.95,2023-03-23
Frank,Apparel,Jacket,9.0,347.14,3124.26,2023-08-21
Alice,Toys,Puzzle,1.0,298.03,298.03,2023-08-08
Grace,Automotive,Tire,4.0,287.75,1151.0,2023-05-29
Emma,Apparel,Jacket,9.0,196.29,1766.61,2023-08-12
Grace,Electronics,Tablet,,232.05,0.0,2023-05-08
David,Automotive,Oil Filter,2.0,393.03,786.06,2023-11-06
Alice,Electronics,Tablet,3.0,484.37,1453.11,2023-09-22
Frank,Apparel,Pants,,195.03,0.0,2023-04-13
Bob,Home Goods,Blender,9.0,121.52,1093.68,2023-11-21
Emma,Home Goods,Toaster,2.0,218.55,437.1,2023-11-06
Bob,Home Goods,Toaster,1.0,302.76,302.76,2023-01-16
Charlie,Home Goods,Blender,2.0,65.71,131.42,2023-02-13
David,Toys,Action Figure,4.0,390.11,1560.44,2023-04-13
Charlie,Automotive,Oil Filter,7.0,455.67,3189.69,2023-09-30
Grace,Automotive,Oil Filter,8.0,391.72,3133.76,2023-01-19
Emma,Apparel,Jacket,,430.6,0.0,2023-08-14
Alice,Electronics,Smartphone,3.0,227.22,681.66,2023-03-30
Emma,Automotive,Spark Plug,4.0,56.22,224.88,2023-06-14
Emma,Home Goods,Blender,10.0,327.63,0.0,2023-08-12
David,Home Goods,Vacuum Cleaner,10.0,210.55,2105.5,2023-10-14
Grace,Electronics,Tablet,3.0,131.56,394.68,2023-10-02
Bob,Apparel,Shoes,8.0,239.54,1916.32,2023-10-29
David,Toys,Puzzle,8.0,88.01,704.08,2023-09-24
Alice,Apparel,Shirt,6.0,,0.0,2023-11-08
Bob,Toys,Puzzle,6.0,201.85,1211.1,2023-11-25
Grace,Toys,Board Game,4.0,429.29,1717.16,2023-05-19
Hannah,Apparel,Pants,10.0,371.33,3713.3,2023-05-25
Grace,Automotive,Tire,9.0,476.33,4286.97,2023-06-17
Bob,Apparel,Shirt,3.0,,0.0,2023-11-27
Grace,Apparel,Jacket,8.0,245.6,1964.8,2023-06-02
Charlie,Home Goods,Microwave,10.0,354.16,3541.6,2023-11-20
Grace,Automotive,Spark Plug,1.0,466.69,466.69,2023-02-08
Grace,Apparel,Jacket,1.0,60.63,60.63,2023-01-19
Grace,Electronics,Tablet,10.0,252.63,2526.3,2023-07-18
Bob,Toys,Puzzle,1.0,113.76,113.76,2023-02-15
Hannah,Toys,Toy Car,7.0,108.67,760.69,2023-04-15
Bob,Home Goods,Blender,2.0,437.13,874.26,2023-10-11
Alice,Apparel,Shirt,1.0,,0.0,2023-08-23
Alice,Toys,Action Figure,7.0,55.93,391.51,2023-08-02
David,Electronics,Tablet,3.0,186.8,560.4,2023-10-16
David,Electronics,Tablet,6.0,488.6,2931.6,2023-11-06
Frank,Home Goods,Toaster,8.0,449.53,3596.24,2023-07-07
Grace,Automotive,Tire,1.0,38.96,38.96,2023-06-27
David,Electronics,Tablet,2.0,182.34,364.68,2023-08-23
Emma,Electronics,Laptop,8.0,373.78,0.0,2023-07-20
David,Toys,Toy Car,3.0,118.0,354.0,2023-11-21
Hannah,Toys,Toy Car,,176.13,0.0,2023-11-24
Frank,Electronics,Tablet,1.0,306.85,0.0,2023-04-28
David,Electronics,Headphones,10.0,359.41,3594.1,2023-03-25
Emma,Electronics,Laptop,3.0,17.3,51.9,2023-02-13
David,Apparel,Shirt,9.0,445.86,4012.74,2023-03-13
Bob,Toys,Puzzle,,428.82,0.0,2023-04-04
Charlie,Automotive,Oil Filter,1.0,423.33,423.33,2023-09-19
Bob,Toys,Toy Car,10.0,244.84,2448.4,2023-05-15
Alice,Apparel,Shirt,8.0,,0.0,2023-07-26
Emma,Automotive,Oil Filter,,413.07,0.0,2023-05-24
David,Apparel,Jacket,5.0,419.16,2095.8,2023-10-19
Frank,Electronics,Tablet,6.0,484.19,2905.14,2023-05-07
Hannah,Electronics,Headphones,5.0,402.02,2010.1,2023-05-09
Hannah,Automotive,Tire,2.0,480.81,961.62,2023-10-14
Hannah,Electronics,Tablet,6.0,488.07,2928.42,2023-12-07
Frank,Apparel,Jacket,,427.14,0.0,2023-07-21
David,Automotive,Tire,4.0,384.15,1536.6,2023-07-16
David,Electronics,Tablet,3.0,320.75,962.25,2023-11-19
Alice,Automotive,Oil Filter,9.0,9.43,84.87,2023-08-22
Emma,Electronics,Laptop,7.0,10.17,71.19,2023-01-17
Grace,Electronics,Laptop,9.0,289.51,2605.59,2023-11-04
Frank,Electronics,Laptop,5.0,243.7,0.0,2023-04-22
Hannah,Toys,Action Figure,2.0,343.71,687.42,2023-05-28
Bob,Toys,Puzzle,4.0,496.72,1986.88,2023-07-07
Hannah,Electronics,Laptop,7.0,286.81,2007.67,2023-08-07
Hannah,Automotive,Tire,7.0,146.94,0.0,2023-03-22
Grace,Home Goods,Toaster,9.0,146.24,1316.16,2023-07-28
Hannah,Toys,Action Figure,9.0,364.01,3276.09,2023-03-19
Alice,Automotive,Oil Filter,1.0,151.13,0.0,2023-10-26
Bob,Toys,Puzzle,,167.86,0.0,2023-01-21
Grace,Toys,Toy Car,1.0,236.75,236.75,2023-05-02
Alice,Apparel,Shirt,2.0,15.56,31.12,2023-03-02
Hannah,Apparel,Jacket,,324.53,0.0,2023-04-10
Charlie,Apparel,Shirt,5.0,421.06,2105.3,2023-10-23
Grace,Toys,Puzzle,5.0,,0.0,2023-05-09
Emma,Apparel,Jacket,9.0,406.91,3662.19,2023-03-08
Hannah,Toys,Puzzle,5.0,186.55,0.0,2023-09-17
Emma,Home Goods,Vacuum Cleaner,8.0,62.35,0.0,2023-08-19
Hannah,Apparel,Shirt,6.0,70.23,421.38,2023-11-25
Hannah,Home Goods,Microwave,6.0,100.0,0.0,2023-08-08
Charlie,Home Goods,Vacuum Cleaner,6.0,258.97,1553.82,2023-01-07
Alice,Apparel,Shoes,6.0,477.67,2866.02,2023-07-31
Bob,Electronics,Smartphone,2.0,,0.0,2023-10-24
Frank,Toys,Toy Car,4.0,235.72,0.0,2023-08-13
Bob,Home Goods,Toaster,9.0,466.32,4196.88,2023-04-20
Grace,Toys,Action Figure,4.0,433.85,1735.4,2023-03-06
Grace,Automotive,Spark Plug,3.0,160.78,482.34,2023-04-16
Hannah,Toys,Toy Car,9.0,170.53,1534.77,2023-11-14
Charlie,Automotive,Tire,9.0,429.5,3865.5,2023-06-17
David,Toys,Action Figure,5.0,476.54,2382.7,2023-03-11
Grace,Home Goods,Microwave,4.0,29.03,116.12,2023-09-22
Grace,Electronics,Laptop,1.0,463.74,463.74,2023-11-24
Hannah,Toys,Action Figure,9.0,457.09,4113.81,2023-10-06
David,Automotive,Car Battery,3.0,400.11,1200.33,2023-04-11
David,Apparel,Pants,1.0,243.97,243.97,2023-06-11
Charlie,Automotive,Oil Filter,2.0,490.96,981.92,2023-01-12
Alice,Home Goods,Toaster,1.0,449.3,0.0,2023-09-09
Frank,Toys,Action Figure,1.0,,0.0,2023-07-01
David,Toys,Action Figure,4.0,184.9,0.0,2023-09-19
David,Toys,Board Game,1.0,43.92,43.92,2023-01-01
Bob,Home Goods,Vacuum Cleaner,7.0,131.77,0.0,2023-02-21
Alice,Automotive,Tire,4.0,387.09,1548.36,2023-08-02
Charlie,Electronics,Tablet,5.0,448.28,2241.4,2023-07-07
Charlie,Automotive,Car Battery,6.0,468.55,2811.3,2023-08-24
Frank,Toys,Puzzle,6.0,138.22,829.32,2023-01-01
Charlie,Apparel,Shirt,4.0,45.35,181.4,2023-06-10
Frank,Apparel,Jacket,10.0,315.94,3159.4,2023-01-15
Emma,Automotive,Oil Filter,5.0,460.39,2301.95,2023-02-13
Grace,Electronics,Headphones,9.0,432.55,3892.95,2023-04-07
Alice,Apparel,Pants,4.0,478.34,1913.36,2023-02-05
David,Apparel,Jacket,5.0,189.55,947.75,2023-03-01
Grace,Toys,Puzzle,5.0,16.73,83.65,2023-10-26
David,Electronics,Smartphone,,238.7,0.0,2023-05-20
Emma,Toys,Action Figure,1.0,162.43,0.0,2023-08-06
Hannah,Home Goods,Microwave,3.0,371.1,1113.3,2023-11-10
Bob,Apparel,Pants,2.0,18.77,37.54,2023-07-02
Grace,Electronics,Tablet,4.0,439.72,1758.88,2023-03-14
Emma,Electronics,Headphones,5.0,258.11,1290.55,2023-09-15
Bob,Toys,Action Figure,8.0,472.81,3782.48,2023-09-24
Alice,Automotive,Car Battery,9.0,149.18,1342.62,2023-12-24
Bob,Automotive,Car Battery,3.0,187.42,562.26,2023-01-29
Emma,Apparel,Shirt,10.0,308.87,3088.7,2023-10-02
Emma,Automotive,Tire,2.0,366.45,0.0,2023-06-10
Emma,Home Goods,Toaster,1.0,237.96,237.96,2023-07-07
Grace,Apparel,Jacket,9.0,41.53,0.0,2023-02-25
Grace,Home Goods,Toaster,5.0,33.32,166.6,2023-05-09
Hannah,Apparel,Shirt,9.0,226.32,2036.88,2023-04-09
Alice,Automotive,Oil Filter,5.0,14.94,74.7,2023-12-20
Emma,Apparel,Shoes,4.0,465.91,1863.64,2023-10-03
Grace,Automotive,Spark Plug,7.0,279.09,0.0,2023-06-29
Alice,Automotive,Car Battery,2.0,141.79,283.58,2023-01-11
Grace,Home Goods,Blender,9.0,442.75,3984.75,2023-07-19
Bob,Toys,Action Figure,9.0,268.51,2416.59,2023-11-27
Bob,Toys,Toy Car,1.0,105.58,0.0,2023-07-23
Frank,Toys,Board Game,6.0,360.88,2165.28,2023-11-30
Emma,Apparel,Shoes,7.0,292.99,2050.93,2023-11-30
Charlie,Electronics,Smartphone,10.0,85.69,856.9,2023-03-07
Frank,Electronics,Tablet,6.0,226.53,1359.18,2023-06-03
Charlie,Home Goods,Toaster,3.0,400.08,1200.24,2023-07-04
David,Home Goods,Toaster,8.0,163.59,1308.72,2023-10-14
Alice,Electronics,Headphones,10.0,413.36,0.0,2023-02-09
Alice,Automotive,Oil Filter,10.0,492.14,4921.4,2023-12-11
Frank,Automotive,Tire,7.0,411.59,2881.13,2023-08-26
Alice,Electronics,Smartphone,5.0,261.61,0.0,2023-12-26
Grace,Toys,Toy Car,10.0,308.81,3088.1,2023-07-13
Alice,Home Goods,Microwave,7.0,195.6,1369.2,2023-07-03
Grace,Automotive,Tire,2.0,350.0,700.0,2023-09-18
Grace,Home Goods,Blender,10.0,369.56,0.0,2023-11-25
Charlie,Electronics,Headphones,5.0,407.08,0.0,2023-01-23
David,Apparel,Shoes,5.0,79.58,397.9,2023-06-23
David,Home Goods,Toaster,5.0,114.01,570.05,2023-07-27
Frank,Automotive,Oil Filter,2.0,18.75,37.5,2023-01-11
Grace,Apparel,Pants,7.0,67.0,469.0,2023-05-18
Charlie,Apparel,Pants,6.0,390.57,2343.42,2023-11-10
Hannah,Apparel,Shoes,9.0,261.75,2355.75,2023-05-14
Alice,Automotive,Tire,6.0,360.34,2162.04,2023-05-21
Charlie,Toys,Action Figure,7.0,391.74,2742.18,2023-08-07
Charlie,Home Goods,Blender,3.0,348.16,0.0,2023-01-13
Alice,Toys,Puzzle,4.0,158.33,0.0,2023-05-08
Charlie,Home Goods,Vacuum Cleaner,8.0,372.79,2982.32,2023-02-06
Charlie,Toys,Puzzle,10.0,426.25,0.0,2023-11-01
Alice,Toys,Action Figure,6.0,231.39,1388.34,2023-04-20
Emma,Toys,Action Figure,1.0,347.56,347.56,2023-12-01
Bob,Home Goods,Blender,,123.71,0.0,2023-03-06
Frank,Apparel,Pants,5.0,198.75,993.75,2023-11-01
Emma,Automotive,Tire,4.0,448.34,1793.36,2023-02-20
Charlie,Home Goods,Toaster,2.0,458.36,916.72,2023-08-20
Frank,Toys,Action Figure,7.0,493.08,0.0,2023-03-07
David,Toys,Action Figure,6.0,81.94,491.64,2023-08-08
Grace,Apparel,Shoes,6.0,372.88,2237.28,2023-03-26
Hannah,Home Goods,Toaster,2.0,469.89,0.0,2023-06-07
Grace,Home Goods,Microwave,7.0,440.83,3085.81,2023-08-13
David,Toys,Toy Car,4.0,155.38,621.52,2023-07-05
Alice,Automotive,Tire,1.0,473.12,473.12,2023-02-24
Grace,Apparel,Pants,3.0,40.78,122.34,2023-09-09
Charlie,Automotive,Car Battery,3.0,310.11,0.0,2023-03-11
Charlie,Automotive,Spark Plug,2.0,313.85,627.7,2023-10-02
Bob,Apparel,Shirt,10.0,499.31,4993.1,2023-01-06
Alice,Apparel,Shirt,10.0,107.49,1074.9,2023-11-03
Hannah,Automotive,Car Battery,4.0,79.12,316.48,2023-04-14
Bob,Electronics,Headphones,3.0,46.01,138.03,2023-05-23
Bob,Apparel,Pants,9.0,288.18,2593.62,2023-08-17
Alice,Home Goods,Blender,2.0,400.15,800.3,2023-09-10
Alice,Home Goods,Microwave,5.0,70.74,353.7,2023-08-22
Bob,Home Goods,Toaster,8.0,32.39,259.12,2023-07-15
Frank,Automotive,Car Battery,10.0,320.47,3204.7,2023-03-07
Emma,Electronics,Smartphone,9.0,482.92,4346.28,2023-09-26
David,Home Goods,Toaster,8.0,137.29,1098.32,2023-05-19
Grace,Toys,Puzzle,2.0,278.81,557.62,2023-12-10
Alice,Home Goods,Toaster,2.0,54.24,0.0,2023-01-25
Charlie,Apparel,Shoes,1.0,42.49,42.49,2023-12-30
Emma,Automotive,Tire,10.0,252.12,2521.2,2023-09-06
Bob,Apparel,Pants,4.0,433.44,1733.76,2023-11-21
Emma,Home Goods,Toaster,7.0,187.23,1310.61,2023-10-18
Frank,Toys,Board Game,7.0,443.81,0.0,2023-06-25
Grace,Apparel,Pants,2.0,447.09,894.18,2023-08-16
Grace,Apparel,Jacket,6.0,383.71,2302.26,2023-11-13
Hannah,Home Goods,Microwave,7.0,194.12,1358.84,2023-12-29
Frank,Automotive,Spark Plug,8.0,179.03,0.0,2023-04-28
Bob,Electronics,Laptop,2.0,480.04,960.08,2023-07-12
David,Automotive,Tire,10.0,188.39,1883.9,2023-03-09
Frank,Automotive,Spark Plug,10.0,188.64,1886.4,2023-09-06
Bob,Automotive,Tire,1.0,363.45,363.45,2023-10-13
Frank,Toys,Action Figure,7.0,378.29,2648.03,2023-01-04
Hannah,Apparel,Shoes,2.0,77.43,154.86,2023-05-16
Charlie,Toys,Toy Car,10.0,16.28,0.0,2023-01-12
Hannah,Automotive,Car Battery,4.0,182.35,729.4,2023-03-20
Frank,Electronics,Smartphone,3.0,370.99,1112.97,2023-06-14
Hannah,Electronics,Tablet,7.0,476.23,3333.61,2023-01-30
Bob,Automotive,Car Battery,9.0,85.3,0.0,2023-01-14
Bob,Electronics,Laptop,1.0,452.82,452.82,2023-10-15
Grace,Apparel,Shirt,1.0,252.87,252.87,2023-07-23
Alice,Toys,Puzzle,5.0,490.39,2451.95,2023-08-18
David,Apparel,Pants,1.0,58.23,58.23,2023-08-17
Bob,Automotive,Oil Filter,3.0,197.24,591.72,2023-01-09
Hannah,Toys,Action Figure,9.0,349.36,3144.24,2023-05-09
Bob,Toys,Action Figure,6.0,425.54,2553.24,2023-07-19
Hannah,Home Goods,Microwave,4.0,304.26,1217.04,2023-01-22
Bob,Automotive,Car Battery,5.0,60.7,0.0,2023-08-09
Alice,Automotive,Tire,1.0,131.37,131.37,2023-07-01
Charlie,Home Goods,Toaster,1.0,295.04,295.04,2023-02-25
Hannah,Toys,Action Figure,9.0,,0.0,2023-06-03
Emma,Electronics,Headphones,8.0,35.91,287.28,2023-04-18
Emma,Electronics,Laptop,9.0,,0.0,2023-06-08
Alice,Home Goods,Microwave,1.0,305.83,305.83,2023-04-26
Grace,Toys,Action Figure,2.0,145.1,290.2,2023-12-17
Alice,Home Goods,Vacuum Cleaner,1.0,241.29,241.29,2023-10-14
Charlie,Electronics,Smartphone,9.0,51.21,460.89,2023-12-05
Grace,Electronics,Laptop,5.0,,0.0,2023-07-30
Bob,Electronics,Headphones,1.0,466.53,466.53,2023-11-21
Charlie,Apparel,Pants,10.0,,0.0,2023-10-22
Charlie,Electronics,Tablet,10.0,55.24,552.4,2023-04-21
David,Automotive,Oil Filter,9.0,349.24,3143.16,2023-11-10
Charlie,Toys,Board Game,9.0,396.86,3571.74,2023-06-02
Grace,Toys,Toy Car,8.0,193.91,1551.28,2023-06-26
Charlie,Apparel,Pants,6.0,22.13,0.0,2023-07-19
Charlie,Home Goods,Blender,2.0,490.02,980.04,2023-06-14
Alice,Apparel,Shirt,4.0,79.42,317.68,2023-09-04
David,Home Goods,Blender,9.0,256.48,2308.32,2023-08-16
Charlie,Toys,Action Figure,1.0,373.74,373.74,2023-01-13
Hannah,Apparel,Jacket,4.0,175.97,703.88,2023-02-14
Frank,Home Goods,Blender,8.0,304.26,2434.08,2023-04-26
Frank,Home Goods,Microwave,2.0,462.1,924.2,2023-05-04
Alice,Automotive,Oil Filter,2.0,133.12,266.24,2023-08-17
Hannah,Automotive,Car Battery,8.0,446.25,3570.0,2023-02-13
Alice,Apparel,Pants,5.0,481.21,2406.05,2023-11-16
Bob,Home Goods,Microwave,8.0,62.6,500.8,2023-09-17
Charlie,Automotive,Car Battery,6.0,24.31,145.86,2023-12-17
Emma,Electronics,Laptop,1.0,182.73,182.73,2023-09-27
Hannah,Automotive,Tire,9.0,117.04,0.0,2023-09-14
Alice,Automotive,Oil Filter,4.0,387.13,0.0,2023-09-05
Charlie,Apparel,Pants,5.0,,0.0,2023-12-02
David,Automotive,Tire,3.0,436.57,1309.71,2023-03-28
Alice,Electronics,Smartphone,8.0,84.89,679.12,2023-03-03
Emma,Electronics,Smartphone,7.0,149.31,0.0,2023-11-18
Frank,Toys,Action Figure,10.0,148.67,1486.7,2023-06-05
Alice,Apparel,Shoes,2.0,309.89,619.78,2023-09-10
David,Apparel,Shirt,1.0,123.94,123.94,2023-11-07
Grace,Home Goods,Microwave,9.0,334.23,3008.07,2023-02-17
Charlie,Home Goods,Blender,1.0,221.49,221.49,2023-03-28
Bob,Electronics,Smartphone,4.0,356.07,1424.28,2023-08-05
Bob,Home Goods,Microwave,8.0,447.75,3582.0,2023-06-25
Alice,Toys,Action Figure,3.0,128.49,385.47,2023-03-08
Frank,Apparel,Jacket,10.0,218.28,2182.8,2023-09-19
Grace,Home Goods,Blender,6.0,333.37,2000.22,2023-06-06
Hannah,Electronics,Laptop,10.0,356.4,3564.0,2023-09-24
Alice,Toys,Toy Car,9.0,489.67,0.0,2023-08-10
Alice,Apparel,Pants,6.0,132.98,0.0,2023-03-23
Bob,Toys,Toy Car,,412.68,0.0,2023-06-08
Charlie,Automotive,Tire,2.0,197.91,395.82,2023-04-23
Grace,Toys,Board Game,5.0,170.27,851.35,2023-11-16
Charlie,Apparel,Shirt,2.0,75.55,0.0,2023-10-15
Alice,Toys,Toy Car,4.0,51.19,0.0,2023-04-06
Hannah,Electronics,Tablet,5.0,441.88,2209.4,2023-07-17
Bob,Electronics,Laptop,2.0,312.57,625.14,2023-11-01
Emma,Apparel,Shirt,8.0,426.8,3414.4,2023-07-12
Alice,Home Goods,Toaster,4.0,,0.0,2023-10-29
Charlie,Apparel,Jacket,1.0,333.25,0.0,2023-02-23
Charlie,Electronics,Tablet,10.0,346.04,0.0,2023-11-16
Alice,Toys,Puzzle,3.0,231.4,694.2,2023-01-16
Grace,Automotive,Spark Plug,6.0,256.06,1536.36,2023-07-25
Emma,Electronics,Headphones,,434.29,0.0,2023-02-02
Emma,Electronics,Smartphone,6.0,379.44,2276.64,2023-08-17
Alice,Electronics,Headphones,4.0,477.16,1908.64,2023-01-11
Frank,Home Goods,Vacuum Cleaner,3.0,299.29,897.87,2023-05-02
David,Home Goods,Blender,,187.22,0.0,2023-10-20
David,Home Goods,Blender,6.0,463.97,0.0,2023-02-18
Grace,Toys,Toy Car,4.0,191.25,765.0,2023-10-30
Alice,Home Goods,Vacuum Cleaner,1.0,456.72,456.72,2023-01-08
David,Apparel,Jacket,7.0,410.4,2872.8,2023-05-29
Emma,Toys,Board Game,6.0,250.63,1503.78,2023-09-04
Hannah,Toys,Puzzle,6.0,161.59,969.54,2023-06-13
Grace,Electronics,Tablet,6.0,98.23,589.38,2023-08-26
Bob,Apparel,Jacket,9.0,46.89,422.01,2023-01-04
Alice,Electronics,Laptop,4.0,417.89,1671.56,2023-05-19
Charlie,Apparel,Shoes,9.0,324.36,2919.24,2023-12-03
Emma,Toys,Board Game,1.0,10.72,10.72,2023-07-31
Bob,Apparel,Shirt,8.0,54.55,436.4,2023-05-25
Bob,Apparel,Pants,8.0,124.4,995.2,2023-10-17
Alice,Toys,Board Game,1.0,31.72,0.0,2023-11-26
Emma,Toys,Board Game,6.0,470.09,2820.54,2023-03-28
Bob,Electronics,Headphones,9.0,48.13,433.17,2023-01-05
David,Home Goods,Vacuum Cleaner,4.0,63.81,255.24,2023-10-29
Grace,Automotive,Car Battery,7.0,25.05,175.35,2023-11-18
Charlie,Home Goods,Microwave,7.0,485.04,3395.28,2023-03-18
David,Apparel,Shirt,8.0,73.55,0.0,2023-01-20
Emma,Apparel,Pants,6.0,14.55,87.3,2023-08-23
Hannah,Home Goods,Microwave,3.0,178.37,535.11,2023-01-09
Grace,Home Goods,Vacuum Cleaner,1.0,236.12,0.0,2023-12-06
Alice,Automotive,Oil Filter,2.0,76.43,152.86,2023-04-30
Frank,Automotive,Car Battery,,345.6,0.0,2023-05-15
Grace,Electronics,Smartphone,10.0,471.74,4717.4,2023-10-22
Hannah,Apparel,Jacket,7.0,31.76,222.32,2023-10-02
Emma,Toys,Board Game,6.0,57.97,347.82,2023-08-19
Emma,Apparel,Pants,2.0,64.99,129.98,2023-01-28
Hannah,Automotive,Spark Plug,1.0,284.32,284.32,2023-01-28
Hannah,Automotive,Car Battery,,36.78,0.0,2023-01-11
Frank,Automotive,Tire,2.0,239.17,478.34,2023-08-19
Charlie,Automotive,Car Battery,1.0,108.45,0.0,2023-06-12
Charlie,Home Goods,Microwave,8.0,352.85,2822.8,2023-04-28
Hannah,Electronics,Tablet,10.0,497.38,4973.8,2023-01-06
Grace,Home Goods,Toaster,3.0,463.9,0.0,2023-12-22
